no change     /scratch/mkalla/miniconda3/condabin/conda
no change     /scratch/mkalla/miniconda3/bin/conda
no change     /scratch/mkalla/miniconda3/bin/conda-env
no change     /scratch/mkalla/miniconda3/bin/activate
no change     /scratch/mkalla/miniconda3/bin/deactivate
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.sh
no change     /scratch/mkalla/miniconda3/etc/fish/conf.d/conda.fish
no change     /scratch/mkalla/miniconda3/shell/condabin/Conda.psm1
no change     /scratch/mkalla/miniconda3/shell/condabin/conda-hook.ps1
no change     /scratch/mkalla/miniconda3/lib/python3.12/site-packages/xontrib/conda.xsh
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.csh
no change     /home/opis/mkalla/.bashrc
No action taken.
--- Nombre total de combinaisons definies : 6 ---
--- Job Slurm ID: 504379 | Tache: 4/6 ---
--- Modele: ista | Strategie: unrolling | Dataset: data_2 | Mode: full ---
--- Arguments specifiques : --num_layers 50 --epochs 50 ---
[INFO] Exécution verrouillée sur le GPU : 0
[AVERTISSEMENT] Paramètre 'train' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'save_dir' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'train_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'Loss' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_pd_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'resume' du YAML non reconnu par argparse.
=== Lancement : ISTA | Stratégie : UNROLLING | Mode : FULL ===
--- Préparation des DataLoaders ---
[INFO] Chargement des données depuis : ./Dataset/data_2
[INFO] Instanciation des MyDataset...
[INFO] Train: 800 | Val: 100 | Test: 100
[INFO] Résultats sauvegardés dans : runs/ista/unrolling/data_2/20260827-141413_full
[INFO] Modèle ISTA instancié.
--- [TRAIN] ISTA (UNROLLING) | Epochs: 50 | Loss: MSE ---
Ep 27/50 | Tr: 9.6830e-06 | Val: 9.6330e-06 | T: 4.3s
Ep 28/50 | Tr: 9.6912e-06 | Val: 9.6432e-06 | T: 4.4s
Ep 29/50 | Tr: 9.6869e-06 | Val: 9.6301e-06 | T: 4.3s
Ep 30/50 | Tr: 9.6783e-06 | Val: 9.6255e-06 | T: 4.3s
Ep 31/50 | Tr: 9.6769e-06 | Val: 9.6252e-06 | T: 4.4s
Ep 32/50 | Tr: 9.6801e-06 | Val: 9.6545e-06 | T: 4.4s
Ep 33/50 | Tr: 9.6772e-06 | Val: 9.6210e-06 | T: 4.4s
Ep 34/50 | Tr: 9.6697e-06 | Val: 9.6163e-06 | T: 4.3s
Ep 35/50 | Tr: 9.6658e-06 | Val: 9.6151e-06 | T: 4.3s
Ep 36/50 | Tr: 9.6637e-06 | Val: 9.6102e-06 | T: 4.4s
Ep 37/50 | Tr: 9.6603e-06 | Val: 9.6087e-06 | T: 4.4s
Ep 38/50 | Tr: 9.6569e-06 | Val: 9.6042e-06 | T: 4.4s
Ep 39/50 | Tr: 9.6562e-06 | Val: 9.6106e-06 | T: 4.3s
Ep 40/50 | Tr: 9.6616e-06 | Val: 9.6183e-06 | T: 4.4s
Ep 41/50 | Tr: 9.6566e-06 | Val: 9.6014e-06 | T: 4.4s
Ep 42/50 | Tr: 9.6501e-06 | Val: 9.6005e-06 | T: 4.4s
Ep 43/50 | Tr: 9.6475e-06 | Val: 9.5958e-06 | T: 4.4s
Ep 44/50 | Tr: 9.6431e-06 | Val: 9.5915e-06 | T: 4.4s
Ep 45/50 | Tr: 9.6396e-06 | Val: 9.5891e-06 | T: 4.4s
Ep 46/50 | Tr: 9.6361e-06 | Val: 9.5833e-06 | T: 4.4s
Ep 47/50 | Tr: 9.6389e-06 | Val: 9.5900e-06 | T: 4.4s
Ep 48/50 | Tr: 9.6363e-06 | Val: 9.5820e-06 | T: 4.4s
Ep 49/50 | Tr: 9.6292e-06 | Val: 9.5770e-06 | T: 4.4s
Ep 50/50 | Tr: 9.6257e-06 | Val: 9.5748e-06 | T: 4.4s
--- [TRAIN] Terminé en 3.82 min ---
--- [TEST] ISTA (UNROLLING) | Metric: MSE | Samples: 100 ---
[INFO] Chargement des poids depuis : runs/ista/unrolling/data_2/20260827-141413_full/checkpoints/best_model.pt
[RESULT] Mean MSE: 9.6629e-06 | Median: 9.6869e-06 | Std: 1.3138e-06 | Best: 6.3547e-06 | Worst: 1.3422e-05

=== Exécution Terminée ===
--- Tache 4 (ista/unrolling/data_2) terminee ---
