no change     /scratch/mkalla/miniconda3/condabin/conda
no change     /scratch/mkalla/miniconda3/bin/conda
no change     /scratch/mkalla/miniconda3/bin/conda-env
no change     /scratch/mkalla/miniconda3/bin/activate
no change     /scratch/mkalla/miniconda3/bin/deactivate
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.sh
no change     /scratch/mkalla/miniconda3/etc/fish/conf.d/conda.fish
no change     /scratch/mkalla/miniconda3/shell/condabin/Conda.psm1
no change     /scratch/mkalla/miniconda3/shell/condabin/conda-hook.ps1
no change     /scratch/mkalla/miniconda3/lib/python3.12/site-packages/xontrib/conda.xsh
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.csh
no change     /home/opis/mkalla/.bashrc
No action taken.
--- Nombre total de combinaisons definies : 6 ---
--- Job Slurm ID: 504382 | Tache: 0/6 ---
--- Modele: ista | Strategie: unrolling | Dataset: data_0 | Mode: full ---
--- Arguments specifiques : --num_layers 50 --epochs 50 ---
[INFO] Exécution verrouillée sur le GPU : 0
[AVERTISSEMENT] Paramètre 'train' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'save_dir' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'train_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'Loss' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_pd_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'resume' du YAML non reconnu par argparse.
=== Lancement : ISTA | Stratégie : UNROLLING | Mode : FULL ===
--- Préparation des DataLoaders ---
[INFO] Chargement des données depuis : ./Dataset/data_0
[INFO] Instanciation des MyDataset...
[INFO] Train: 800 | Val: 100 | Test: 100
[INFO] Résultats sauvegardés dans : runs/ista/unrolling/data_0/20260827-141437_full
[INFO] Modèle ISTA instancié.
--- [TRAIN] ISTA (UNROLLING) | Epochs: 50 | Loss: MSE ---
Ep 27/50 | Tr: 2.0661e-05 | Val: 2.0199e-05 | T: 3.9s
Ep 28/50 | Tr: 2.0561e-05 | Val: 1.9989e-05 | T: 4.0s
Ep 29/50 | Tr: 2.0372e-05 | Val: 1.9772e-05 | T: 3.9s
Ep 30/50 | Tr: 2.0003e-05 | Val: 1.9478e-05 | T: 3.9s
Ep 31/50 | Tr: 1.9956e-05 | Val: 1.9600e-05 | T: 3.9s
Ep 32/50 | Tr: 2.0115e-05 | Val: 1.9656e-05 | T: 3.9s
Ep 33/50 | Tr: 1.9842e-05 | Val: 1.9213e-05 | T: 3.9s
Ep 34/50 | Tr: 1.9552e-05 | Val: 1.9264e-05 | T: 3.9s
Ep 35/50 | Tr: 1.9400e-05 | Val: 1.9284e-05 | T: 3.9s
Ep 36/50 | Tr: 1.9168e-05 | Val: 1.8401e-05 | T: 3.9s
Ep 37/50 | Tr: 1.9146e-05 | Val: 1.8924e-05 | T: 3.9s
Ep 38/50 | Tr: 1.8964e-05 | Val: 1.8874e-05 | T: 4.0s
Ep 39/50 | Tr: 1.8779e-05 | Val: 1.8174e-05 | T: 3.9s
Ep 40/50 | Tr: 1.8706e-05 | Val: 1.8132e-05 | T: 3.9s
Ep 41/50 | Tr: 1.8433e-05 | Val: 1.7983e-05 | T: 3.9s
Ep 42/50 | Tr: 1.8533e-05 | Val: 1.8711e-05 | T: 4.0s
Ep 43/50 | Tr: 1.8347e-05 | Val: 1.8074e-05 | T: 3.9s
Ep 44/50 | Tr: 1.8400e-05 | Val: 1.7982e-05 | T: 3.9s
Ep 45/50 | Tr: 1.8547e-05 | Val: 1.7733e-05 | T: 3.9s
Ep 46/50 | Tr: 1.8025e-05 | Val: 1.7585e-05 | T: 4.0s
Ep 47/50 | Tr: 1.8083e-05 | Val: 1.7245e-05 | T: 3.9s
Ep 48/50 | Tr: 1.7911e-05 | Val: 1.7172e-05 | T: 3.9s
Ep 49/50 | Tr: 1.7717e-05 | Val: 1.7208e-05 | T: 3.9s
Ep 50/50 | Tr: 1.7825e-05 | Val: 1.7300e-05 | T: 3.9s
--- [TRAIN] Terminé en 3.44 min ---
--- [TEST] ISTA (UNROLLING) | Metric: MSE | Samples: 100 ---
[INFO] Chargement des poids depuis : runs/ista/unrolling/data_0/20260827-141437_full/checkpoints/best_model.pt
[RESULT] Mean MSE: 1.8506e-05 | Median: 1.8287e-05 | Std: 4.6879e-06 | Best: 9.5677e-06 | Worst: 3.3483e-05

=== Exécution Terminée ===
--- Tache 0 (ista/unrolling/data_0) terminee ---
