no change     /scratch/mkalla/miniconda3/condabin/conda
no change     /scratch/mkalla/miniconda3/bin/conda
no change     /scratch/mkalla/miniconda3/bin/conda-env
no change     /scratch/mkalla/miniconda3/bin/activate
no change     /scratch/mkalla/miniconda3/bin/deactivate
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.sh
no change     /scratch/mkalla/miniconda3/etc/fish/conf.d/conda.fish
no change     /scratch/mkalla/miniconda3/shell/condabin/Conda.psm1
no change     /scratch/mkalla/miniconda3/shell/condabin/conda-hook.ps1
no change     /scratch/mkalla/miniconda3/lib/python3.12/site-packages/xontrib/conda.xsh
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.csh
no change     /home/opis/mkalla/.bashrc
No action taken.
--- Nombre total de combinaisons definies : 30 ---
--- Job Slurm ID: 502596 | Tache: 14/30 ---
--- Modele: ista | Strategie: unrolling | Dataset: data_1 | Mode: full ---
--- Arguments specifiques : --num_layers 50 --epochs 150 ---
[INFO] Exécution verrouillée sur le GPU : 0
[AVERTISSEMENT] Paramètre 'train' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'save_dir' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'train_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'Loss' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_pd_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'resume' du YAML non reconnu par argparse.
=== Lancement : ISTA | Stratégie : UNROLLING | Mode : FULL ===
--- Préparation des DataLoaders ---
[INFO] Chargement des données depuis : ./Dataset/data_1
[INFO] Instanciation des MyDataset...
[INFO] Train: 800 | Val: 100 | Test: 100
[INFO] Résultats sauvegardés dans : runs/ista/unrolling/data_1/20260826-215207_full
[INFO] Modèle ISTA instancié.
--- [TRAIN] ISTA (UNROLLING) | Epochs: 150 | Loss: MSE ---
Ep 140/150 | Tr: 1.4693e-05 | Val: 1.4171e-05 | T: 3.8s
Ep 141/150 | Tr: 1.4702e-05 | Val: 1.3710e-05 | T: 3.8s
Ep 142/150 | Tr: 1.4585e-05 | Val: 1.5158e-05 | T: 3.8s
Ep 143/150 | Tr: 1.4760e-05 | Val: 1.3714e-05 | T: 3.8s
Ep 144/150 | Tr: 1.5059e-05 | Val: 1.4377e-05 | T: 3.8s
Ep 145/150 | Tr: 1.4784e-05 | Val: 1.4280e-05 | T: 3.7s
Ep 146/150 | Tr: 1.4778e-05 | Val: 1.4131e-05 | T: 3.8s
Ep 147/150 | Tr: 1.5080e-05 | Val: 1.4737e-05 | T: 3.8s
Ep 148/150 | Tr: 1.4704e-05 | Val: 1.4156e-05 | T: 3.8s
Ep 149/150 | Tr: 1.4620e-05 | Val: 1.3685e-05 | T: 3.8s
Ep 150/150 | Tr: 1.4685e-05 | Val: 1.4042e-05 | T: 3.8s
--- [TRAIN] Terminé en 9.85 min ---
--- [TEST] ISTA (UNROLLING) | Metric: MSE | Samples: 100 ---
[INFO] Chargement des poids depuis : runs/ista/unrolling/data_1/20260826-215207_full/checkpoints/best_model.pt
[RESULT] Mean MSE: 1.5293e-05 | Median: 1.4563e-05 | Std: 4.6501e-06 | Best: 6.8478e-06 | Worst: 2.8555e-05

=== Exécution Terminée ===
--- Tache 14 (ista/unrolling/data_1) terminee ---
