no change     /scratch/mkalla/miniconda3/condabin/conda
no change     /scratch/mkalla/miniconda3/bin/conda
no change     /scratch/mkalla/miniconda3/bin/conda-env
no change     /scratch/mkalla/miniconda3/bin/activate
no change     /scratch/mkalla/miniconda3/bin/deactivate
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.sh
no change     /scratch/mkalla/miniconda3/etc/fish/conf.d/conda.fish
no change     /scratch/mkalla/miniconda3/shell/condabin/Conda.psm1
no change     /scratch/mkalla/miniconda3/shell/condabin/conda-hook.ps1
no change     /scratch/mkalla/miniconda3/lib/python3.12/site-packages/xontrib/conda.xsh
no change     /scratch/mkalla/miniconda3/etc/profile.d/conda.csh
no change     /home/opis/mkalla/.bashrc
No action taken.
--- Nombre total de combinaisons definies : 30 ---
--- Job Slurm ID: 502661 | Tache: 24/30 ---
--- Modele: ista | Strategie: unrolling | Dataset: data_2 | Mode: full ---
--- Arguments specifiques : --num_layers 50 --epochs 150 ---
[INFO] Exécution verrouillée sur le GPU : 0
[AVERTISSEMENT] Paramètre 'train' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'save_dir' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'train_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'val_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'test_batch_size' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'Loss' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'number_pd_layers' du YAML non reconnu par argparse.
[AVERTISSEMENT] Paramètre 'resume' du YAML non reconnu par argparse.
=== Lancement : ISTA | Stratégie : UNROLLING | Mode : FULL ===
--- Préparation des DataLoaders ---
[INFO] Chargement des données depuis : ./Dataset/data_2
[INFO] Instanciation des MyDataset...
[INFO] Train: 800 | Val: 100 | Test: 100
[INFO] Résultats sauvegardés dans : runs/ista/unrolling/data_2/20260827-010314_full
[INFO] Modèle ISTA instancié.
--- [TRAIN] ISTA (UNROLLING) | Epochs: 150 | Loss: MSE ---
Ep 53/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 54/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 55/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 56/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 57/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 58/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 59/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 60/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 61/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 62/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 63/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 64/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 65/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 66/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 67/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 68/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 69/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 70/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 71/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 72/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 73/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 74/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 75/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 76/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 77/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 78/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 79/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 80/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 81/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 82/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 83/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 84/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 85/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 86/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 87/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 88/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 89/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 90/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 91/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 92/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 93/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 94/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 95/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 96/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 97/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 98/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 99/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 100/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 101/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 102/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 103/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 104/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 105/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 106/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 107/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 108/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 109/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 110/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 111/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 112/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 113/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 114/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 115/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 116/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 117/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 118/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 119/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 120/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 121/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 122/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 123/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 124/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 125/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 126/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 127/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 128/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 129/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 130/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 131/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 132/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 133/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 134/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 135/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 136/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 137/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 138/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 139/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 140/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 141/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 142/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 143/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 144/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 145/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 146/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 147/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.9s
Ep 148/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 149/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
Ep 150/150 | Tr: 1.1541e-05 | Val: 1.1485e-05 | T: 3.8s
--- [TRAIN] Terminé en 10.13 min ---
--- [TEST] ISTA (UNROLLING) | Metric: MSE | Samples: 100 ---
[INFO] Chargement des poids depuis : runs/ista/unrolling/data_2/20260827-010314_full/checkpoints/best_model.pt
[RESULT] Mean MSE: 9.4330e-06 | Median: 9.3186e-06 | Std: 1.3103e-06 | Best: 5.8308e-06 | Worst: 1.3357e-05

=== Exécution Terminée ===
--- Tache 24 (ista/unrolling/data_2) terminee ---
